,CityST,lon,pop,AirportDist,lat,BaseDist,count,per_capita_sum,per_capita_avg,sqrt_airport,sqrt_base,sqrt_per_capita,cubert_per_capita,log_airport,log_base,log_per_capita
1376,"Ogdensburg, NY",-75.3731337625,11282.5,12.4840015772,44.70537445,83.7100067607,8,0.000709923827461,0.000709062707733,3.53327066288,9.14931728386,0.0266443957984,0.0892080235809,2.52444795075,4.42735852544,-7.25035287895
1377,"Canton, NC",-82.741733,4227.0,24.1774106446,35.5210676667,107.799677968,3,0.000709723207949,0.000709723207949,4.91705304472,10.3826623738,0.0266406307724,0.0891996196012,3.18541875279,4.68027467116,-7.2506355119
1378,"El Dorado, KS",-96.8444742667,12699.6666667,33.9013136783,37.7890303111,40.57643561,9,0.000709612215794,0.000708680017848,5.82248346312,6.36996354856,0.0266385475541,0.0891949694436,3.52345376521,3.70318749441,-7.25079191207
1379,"Federal Way, WA",-122.338522877,78493.9777778,9.96697481947,47.3150870422,22.7252527311,45,0.0007088569754,0.000573292388461,3.15705160228,4.76710108253,0.0266243680751,0.0891633148043,2.29927710959,3.12347676128,-7.251856779
1380,"Hughson, CA",-120.8660083,4626.33333333,8.42315703387,37.5969577,14.3136210074,3,0.000708701280797,0.000648461704734,2.90226756759,3.78333464121,0.0266214440029,0.0891567863301,2.13098470262,2.66121160191,-7.2520764449
1381,"Daytona Beach, FL",-81.0277246347,60432.8333333,4.74122274553,29.2087680857,67.8495198388,42,0.000708387772912,0.000694986445006,2.17743490041,8.23708199782,0.0266155550931,0.0891436376411,1.55629506563,4.21729230945,-7.25251891235
1382,"Brady, TX",-99.334939,5652.75,81.8786613225,31.1317825,106.52162052,4,0.00070833592465,0.000707620184866,9.04868285014,10.3209311847,0.0266145810534,0.0891414627233,4.4052384114,4.66834797412,-7.25259210695
1383,"Raymore, MO",-94.4527294,15006.6666667,33.0229475233,38.801953,6.88647250529,9,0.000708317061206,0.000599733451799,5.74655962497,2.62420892943,0.0266142266693,0.089140671418,3.4972026993,1.92955898082,-7.25261873795
1384,"Ridgway, PA",-78.7286388,4249.0,30.4329003101,41.4203391,152.283824844,3,0.000708253957436,0.000706048481996,5.51660224324,12.340333255,0.0266130411159,0.0891380241669,3.41552427025,5.02574604838,-7.25270783164
1385,"Baxter Springs, KS",-94.7705052,4238.0,33.7996564338,36.9775664333,40.5497747815,3,0.000707881075979,0.000707881075979,5.81374719383,6.36787050602,0.0266060345783,0.0891223782955,3.52045063776,3.70253022645,-7.25323445016
1386,"Snowmass Village, CO",-106.9378207,2826.0,6.03538298015,39.2130418,181.138874369,2,0.00070771408351,0.00070771408351,2.45670164655,13.4587842827,0.0266028961489,0.0891153696152,1.79763931238,5.19926399878,-7.25347038268
1387,"Corning, CA",-122.1791556,6179.5,25.5704881202,39.9276572,114.507567591,4,0.000707065933971,0.000647301561615,5.05672701658,10.700820884,0.0265907114228,0.0890881563055,3.24143887869,4.74064091331,-7.25438663762
1388,"Tucumcari, NM",-103.738114689,5730.0,12.3936775003,35.16668035,95.0769616618,4,0.000705779852753,0.000698080279232,3.52046552324,9.75074159548,0.0265665175127,0.0890341094168,2.51718646357,4.55468668638,-7.25620719239
1389,"Baraboo, WI",-89.7437844,11379.5,6.11863147283,43.4704014,0.119748033644,8,0.000705453169428,0.000703018586054,2.47358676275,0.346046288297,0.0265603683978,0.0890203702659,1.81133845597,-2.12236546334,-7.25667016814
1390,"Gun Barrel City, TX",-96.1513627,5672.0,70.3943931687,32.3345888,88.7669987827,4,0.000705218617772,0.000705218617772,8.39013665972,9.42162399922,0.0265559525864,0.0890105032326,4.2541136175,4.48601494559,-7.25700270709
1391,"Williamsport, PA",-77.0027671,31509.7272727,1.12457923564,41.2493292,95.6468304009,22,0.000704684245709,0.000698197093538,1.06046180301,9.77991975432,0.0265458894315,0.088988015291,0.117408952932,4.56066255787,-7.25776073391
1392,"Canal Winchester, OH",-82.8123646,7101.0,10.5147696841,39.8466556,11.4163137111,5,0.000704126179411,0.000704126179411,3.24264856007,3.37880359167,0.0265353759991,0.0889645180874,2.35278090536,2.43504335975,-7.25855298575
1393,"Mooresville, NC",-80.8119005772,29055.4444444,23.744001978,35.5817232444,42.2497508245,18,0.000703988142557,0.000619505237114,4.87278174947,6.49998083263,0.0265327748748,0.0889587041746,3.16732995029,3.74359845614,-7.25874904491
1394,"Richfield, UT",-112.0840943,7128.6,4.20834030209,38.7724673,172.868573364,5,0.000703013674774,0.000701399994389,2.05142396937,13.1479493977,0.0265144050428,0.0889176393636,1.43706834243,5.15253161425,-7.26013421432
1395,"Marysville, MI",-82.5129049714,9959.0,6.6382821435,42.9108824714,43.6106536675,7,0.000702881815443,0.000702881815443,2.57648639498,6.60383628412,0.026511918366,0.0889120797973,1.89285321669,3.77530147068,-7.26032179488
1396,"West Milton, OH",-84.3280022,4318.66666667,11.4263696262,39.9625534,28.6602415949,3,0.000702528213327,0.000694658845323,3.38029135227,5.35352608987,0.0265052487883,0.088897167488,2.43592380935,3.35551085205,-7.26082499624
1397,"Woodhaven, MI",-83.2545384,12836.6666667,12.4476731516,42.1285459667,45.1828035022,9,0.000701167682998,0.000701116593093,3.5281260113,6.72181549153,0.0264795710501,0.0888397437192,2.52153370999,3.81071656096,-7.26276349412
1398,"Martinez, CA",-122.1341321,35681.84,7.53056895203,38.0193657,31.9683081274,25,0.00070102099891,0.00070063651426,2.74418821367,5.65405236334,0.0264768011457,0.0888335482038,2.018970597,3.46474504104,-7.26297271573
1399,"Many, LA",-93.4573959,2853.0,51.0504555762,31.4437889,54.7765074881,2,0.000701016473887,0.000701016473887,7.14496015218,7.40111528677,0.026476715693,0.088833357066,3.93281446869,4.00326140657,-7.26297917065
1400,"Homestead, FL",-80.4775569,47964.4444444,9.68895390844,25.4687224,9.2364933234,27,0.000700839459794,0.000562916975537,3.11270845221,3.03915997002,0.0264733726562,0.088825879315,2.27098646429,2.22316230317,-7.26323171314
1401,"Bowling Green, KY",-86.4482684857,50806.4285714,3.5701168641,36.9923040657,73.4261390766,35,0.00070075204672,0.00068888920131,1.88947528804,8.56890536046,0.0264717216425,0.0888221861887,1.2725983303,4.29627999044,-7.26335644717
1402,"Jasper, AL",-87.2759067486,14292.0,57.5892539757,33.83592231,57.831081289,10,0.000699742095056,0.00069969213546,7.58875839487,7.60467496275,0.0264526387163,0.088779494319,4.05333598737,4.05752636971,-7.26479872644
1403,"Roswell, NM",-104.5230242,44355.4,10.3325378093,33.3942655,125.315626873,30,0.000699338817925,0.000676355077398,3.21442651328,11.1944462513,0.026445014992,0.088762435834,2.33529792666,4.83083556979,-7.26537521511
1404,"East Dundee, IL",-88.2714689,2860.0,18.6021821729,42.0989145,41.8446182953,2,0.000699300699301,0.000699300699301,4.31302471276,6.46874163152,0.0264442942674,0.0887608230901,2.92327889496,3.73396319357,-7.26542972325
1405,"Santa Rosa, CA",-122.7144314,147214.102273,11.4665868744,38.4404675,69.8030206902,88,0.000699270714949,0.000597768818622,3.38623491128,8.35482020693,0.0264437273271,0.0887595544542,2.43943731706,4.2456772852,-7.2654726018
1406,"Vincennes, IN",-87.5286325,18594.0769231,71.1957526375,38.6772691,59.2644311233,13,0.000699184491033,0.000699147371165,8.43775755977,7.69833950429,0.0264420969485,0.0887559061242,4.26543316267,4.08200931362,-7.26559591489
1407,"Andrews, SC",-79.5608971,2861.0,27.219710014,33.451278,62.0583474269,2,0.00069905627403,0.00069905627403,5.2172511933,7.87771206804,0.026439672351,0.0887504804166,3.30394134375,4.12807503003,-7.26577931249
1408,"Lander, WY",-108.7307024,7166.6,33.8633827379,42.8330755,330.225228517,5,0.000698728566328,0.00069768090866,5.81922526956,18.1721002781,0.0264334743522,0.0887366099253,3.52233427537,5.79977493231,-7.26624820827
1409,"Glenwood Springs, CO",-107.3255001,8792.16666667,0.358797128861,39.5507448,213.308028018,6,0.000697741473327,0.000682425644039,0.598996768657,14.6050685729,0.0264147964847,0.0886948041989,-1.02499815089,5.36273726198,-7.26766190586
1410,"Oconto Falls, WI",-88.1428798,2867.0,43.2463015151,44.8738805,173.968685029,2,0.00069764219083,0.000697593303104,6.57619202237,13.1897189139,0.0264129171208,0.0886905971683,3.76691171562,5.15887531192,-7.26780420722
1411,"Atlantic, IA",-94.99913646,7170.0,74.3117196149,41.45707136,81.4367532848,5,0.000697418248515,0.000697350069735,8.62042456117,9.0242314512,0.026408677523,0.0886811062938,4.308268673,4.39982668566,-7.26812525757
1412,"Little Canada, MN",-93.0949501,8514.6,9.36187433693,45.0165728,8.31052213963,5,0.000696564675414,0.000587226645996,3.05971801592,2.88279762377,0.0263925117299,0.0886449124654,2.23664552011,2.11752243958,-7.26934991132
1413,"Kernersville, NC",-80.0691018308,20944.9230769,12.4929375674,36.1193033308,119.710709029,13,0.000696266920691,0.000620675471199,3.53453498602,10.9412389165,0.026386870233,0.0886322798968,2.52516349003,4.78507807413,-7.26977746441
1414,"Centerville, IA",-93.137358725,5778.75,76.4976116695,41.118476675,109.931769901,4,0.000695807659828,0.000692191217824,8.74629130944,10.4848352348,0.026378166347,0.0886127881908,4.33725952034,4.69985989972,-7.27043728664
1415,"Kingston, TN",-84.5085447,5766.5,47.0228841639,35.8809084,47.7084913154,4,0.000695530777765,0.000693661666522,6.85732339648,6.90713336453,0.0263729175058,0.0886010327646,3.85063438032,3.86510939705,-7.27083529486
1416,"Louisburg, KS",-94.6807903,4315.0,24.3836375158,38.6194564,24.9482600059,3,0.000695249130939,0.000695249130939,4.93797909228,4.99482332079,0.0263675772671,0.0885890718423,3.19391231374,3.21680408052,-7.27124031485
1417,"North Port, FL",-82.2359254,43401.1904762,21.2450751678,27.044224,92.6759000093,21,0.00069486892755,0.000483857695367,4.60923802464,9.62683229361,0.026360366605,0.0885729203145,3.0561251117,4.52910846045,-7.27178732364
1418,"Elgin, TX",-97.354192625,6017.5,33.5049174187,30.34159525,19.0194117666,4,0.000694309989459,0.000664727877025,5.78834323608,4.36112505744,0.0263497626073,0.0885491652066,3.51169221668,2.94546012954,-7.27259202649
1419,"Raymond, WA",-123.7329385,2882.0,28.5926770235,46.6864887,65.4914147286,2,0.000693962526024,0.000693962526024,5.34721207953,8.0926766109,0.0263431684887,0.0885343914353,3.35315063691,4.1819190612,-7.273092596
1420,"Helena, GA",-82.9000751,2883.0,34.8651708815,32.1656221,82.5991713423,2,0.000693721817551,0.000693721817551,5.90467364733,9.0884086254,0.0263385993848,0.0885241538784,3.55148836189,4.4139996483,-7.27343951708
1421,"Maryville, TN",-83.9704593,23977.0,6.42223749494,35.7564719,5.55748433394,16,0.000692896898713,0.000667306168411,2.53421338781,2.35743172413,0.0263229348423,0.0884890513321,1.85976657644,1.71514554795,-7.27462934515
1422,"Buffalo, WY",-106.6989381,4356.66666667,51.8286932279,44.3483082,274.871869075,3,0.000692615272768,0.000688599846978,7.19921476467,16.5792602089,0.0263175848582,0.088477061001,3.94794391923,5.61630505845,-7.27503587488
1423,"Washington, IA",-91.6421598,7222.2,38.9584675616,41.2714954,62.5260582237,5,0.000692413577493,0.000692309822492,6.24167185629,7.90734204545,0.0263137526304,0.0884684717508,3.66249614437,4.13558340143,-7.27532712553
1424,"Buckner, MO",-94.1932796,2900.5,35.3879175085,39.1786169,9.84156862474,2,0.000692070006323,0.000689536286847,5.94877445433,3.13712744796,0.0263072234628,0.0884538368341,3.56637044856,2.28661511144,-7.27582344226
1425,"Barrow, AK",-156.6353712,3206.0,8.04610117307,71.33850385,142.421517475,2,0.000691962358629,0.000623830318153,2.83656503064,11.9340486624,0.0263051774111,0.0884492504265,2.08518764778,4.95879109343,-7.27597899887
1426,"San Marcos, TX",-97.9405828,37747.173913,43.3781626545,29.8826436,51.087226133,23,0.000691638570013,0.000609317138628,6.58621003723,7.14753287037,0.0262990222254,0.0884354523116,3.76995614983,3.93353448813,-7.27644703646
1427,"Sparta, WI",-90.8214337667,8799.33333333,26.606231829,43.9269007667,13.4230350104,6,0.000690544108645,0.000681869838624,5.15812289782,3.66374603519,0.0262782059632,0.088388780399,3.28114546763,2.59697226174,-7.27803070787
1428,"Wolverine Lake, MI",-83.4996900878,4346.33333333,16.355928613,42.5695205,38.7514741677,3,0.000690322458645,0.000690236981364,4.04424635909,6.22506820587,0.0262739882516,0.0883793224129,2.79459043792,3.65716879811,-7.27835173817
1429,"Albion, NY",-78.1929071,5934.5,23.9559920322,43.266649175,63.2313080745,4,0.000690042710278,0.00067402477041,4.89448588027,7.95181162217,0.0262686640368,0.0883673824316,3.1762184818,4.14679955942,-7.27875706334
1430,"Hometown, IL",-87.7319495,4349.0,1.84654609441,41.7306407,53.0878456005,3,0.000689813750287,0.000689813750287,1.35887677676,7.28614065198,0.0262643056312,0.0883576077549,0.613316918124,3.97194800563,-7.27908892393
1431,"Viroqua, WI",-90.7805727667,4353.0,18.1968990582,43.4933212333,62.9533727804,3,0.000689185780308,0.000689179875948,4.26578235007,7.93431615077,0.0262523480913,0.0883307875827,2.90125119815,4.14239433777,-7.27999968569
1432,"Ashburn, GA",-83.653224,4377.0,33.4506514471,31.7060134,41.9244200885,3,0.00068886358166,0.000685400959561,5.7836538146,6.47490695597,0.0262462108057,0.0883170203724,3.51007126163,3.7358684755,-7.28046730124
1433,"Goose Creek, SC",-80.0387292,31991.2,10.8380015454,32.9961038,9.40859178693,15,0.000688728755249,0.000468878941709,3.29211201896,3.06734278928,0.0262436421872,0.0883112581073,2.38305861973,2.2416232917,-7.28066304335
1434,"Cedar City, UT",-113.027479347,26334.9411765,4.17083333206,37.6590378235,238.383690498,17,0.000687787340613,0.0006455302059,2.04226181771,15.4396790931,0.0262257000023,0.0882710025791,1.42811585567,5.47388152051,-7.28203086576
1435,"Mayfield, KY",-88.6275802286,10195.8571429,37.5170957757,36.7271006143,95.2106776388,7,0.0006872533093,0.00068655336201,6.12512006215,9.75759589442,0.0262155165751,0.0882481507069,3.62479671644,4.55609209558,-7.28280761565
1436,"Bowling Green, FL",-81.8239717,2911.0,29.5394404169,27.6383673,56.829536404,2,0.000687078394441,0.000687049124012,5.43501981753,7.53853675484,0.0262121802687,0.0882406633063,3.38572633369,4.04005619768,-7.28306216098
1437,"Maumee, OH",-83.6538244,14571.3,13.0854931849,41.5628294,12.9590728056,10,0.000686879351604,0.000686280565221,3.61738761883,3.5998712207,0.0262083832314,0.0882321415382,2.57150422613,2.56179614559,-7.28335189746
1438,"Canton, GA",-84.4907621,21446.25,10.4945883686,34.2367621,35.7455599922,12,0.000686733903322,0.000559538380836,3.23953520873,5.97875906792,0.0262056082418,0.0882259133122,2.35085973084,3.5764260654,-7.28356367218
1439,"Lake Delton, WI",-89.8995699,2914.0,23.5700380525,43.7121987,29.6658759453,2,0.000686341798216,0.000686341798216,4.85489835656,5.4466389586,0.0261981258531,0.0882091186377,3.15997633139,3.38999742718,-7.2841348062
1440,"Mount Vernon, MO",-93.8185401,4389.0,41.2322010497,37.1036666,57.7798227029,3,0.00068610046646,0.000683526999316,6.42123049343,7.60130401332,0.0261935195508,0.0881987787181,3.71921952996,4.05663962655,-7.2844864884
1441,"Wilburton, OK",-95.3091383,2919.5,43.4445115605,34.91871,58.4556348221,2,0.000685519489698,0.000685048809728,6.59124506907,7.6456284779,0.0261824271163,0.0881738766746,3.77148452752,4.06826808741,-7.285333628
1442,"Morehead City, NC",-76.7260436,7569.6,24.3083106047,34.7229391,24.3102479877,5,0.000685365668748,0.00066053688438,4.93034589098,4.93054236243,0.0261794894669,0.0881672811879,3.19081829207,3.19089798933,-7.28555803914
1443,"Bryant, AR",-92.50193622,15303.2,28.4022677966,34.57981546,40.7123655558,10,0.000684220469818,0.000653458100267,5.32937780577,6.38062422932,0.0261576082588,0.0881181466551,3.34646899397,3.70653186831,-7.28723036798
1444,"Kulpmont, PA",-76.4724547,2924.0,39.7516891853,40.7934196,40.728806981,2,0.000683994528044,0.000683994528044,6.30489406614,6.38191248616,0.0261532890483,0.0881084461939,3.68265233543,3.70693563032,-7.28756064031
1445,"Oswego (Lake Oswego), OR",-122.6706498,35276.5833333,12.0547436368,45.4206749,19.7566586742,24,0.000683214419762,0.000680337995696,3.47199418732,4.4448463049,0.0261383706409,0.0880749370194,2.48945824528,2.98349058259,-7.2887018095
1446,"Belmar, NJ",-74.0218037,5856.75,32.4865507227,40.1784471,15.0786777931,4,0.000683202982578,0.000682972638409,5.69969742378,3.88312732126,0.0261381518585,0.088074445551,3.48082617977,2.71328167923,-7.2887185499
1447,"Fowlerville, MI",-84.0642117,2929.0,42.3275098403,42.6660879,86.1672605045,2,0.000682974101547,0.00068282690338,6.50595956338,9.28263219698,0.0261337731977,0.0880646091276,3.7454372255,4.45629029699,-7.28905361778
1448,"Chatham, NJ",-74.3836711,8794.66666667,3.20279056928,40.7409242,27.0353697247,6,0.000682735563817,0.000682231655549,1.78963419985,5.19955476216,0.0261292090163,0.0880543553576,1.16402248269,3.29714599852,-7.289402942
1449,"Twin Falls, ID",-114.4608711,40293.962963,9.28960664439,42.5629668,76.6461898961,27,0.000682617005038,0.000670075565037,3.04788560225,8.75478097362,0.0261269402158,0.0880492581077,2.2288962101,4.33919989627,-7.28957660965
1450,"Fountain Valley, CA",-117.9627349,50828.5833333,9.28760366551,33.7038145,11.0068984611,12,0.000682613891907,0.000236087634418,3.04755699955,3.3176646095,0.0261268806387,0.0880491242556,2.22868057181,2.39852220906,-7.28958117024
1451,"Leonardtown, MD",-76.7271876,2930.0,27.882717025,38.3262383,25.9055299719,2,0.000682593856655,0.000682593856655,5.28040879336,5.08974753518,0.0261264972137,0.0880482628103,3.32800703541,3.25445645834,-7.28961052145
1452,"Dana Point, CA",-117.69460203,33746.6086957,12.1608690779,33.4673917565,29.7598258011,23,0.000681989112323,0.000681549965729,3.4872437652,5.45525671267,0.0261149212582,0.088022252995,2.49822334421,3.39315935649,-7.29049686458
1453,"Baxley, GA",-82.2996274,4400.0,46.6339511205,31.7771435,65.9403034328,3,0.000681818181818,0.000681818181818,6.82890555803,8.12036350374,0.0261116483934,0.0880148985544,3.84232884067,4.18874983928,-7.29074753124
1454,"Eutaw, AL",-87.9744608,2934.0,59.1755604661,32.7615206,59.3187229218,2,0.00068166325835,0.00068166325835,7.69256527214,7.70186489896,0.0261086816663,0.0880082317691,4.08050862669,4.08292498841,-7.29097477814
1455,"Hilton, NY",-77.7933423,5871.0,21.2201288902,43.2881161,95.8241261268,4,0.00068131938526,0.00068131493783,4.60653111247,9.78897983075,0.0261020954189,0.0879934303489,3.05495020716,4.56251449176,-7.29147936725
1456,"Waterville, ME",-69.6317121,16230.6363636,28.8917008596,44.5520105,72.9801956915,11,0.000680857386811,0.000677730666472,5.37510007903,8.54284470721,0.0260932440837,0.0879735365852,3.36355438639,4.29018811244,-7.29215769106
1457,"Lemont, IL",-88.0017261,14839.2,10.0819624441,41.673642,35.8902999064,10,0.000680390135899,0.000673890775783,3.17521061413,5.99085135072,0.0260842890625,0.0879534074936,2.31074793061,3.58046706139,-7.29284419505
1458,"Edwardsville, IL",-89.946726275,23592.5,30.1345304174,38.811389725,31.0187160449,16,0.0006800938804,0.000678181625517,5.4894927286,5.56944485967,0.0260786096332,0.0879406400817,3.40567170418,3.43459076569,-7.29327970991
1459,"Binghamton, NY",-75.914341,49064.3939394,0.592551503682,42.096968,31.1035689892,33,0.000680069868878,0.000672585501428,0.769773670427,5.57705737726,0.026078149261,0.08793960512,-0.523317483705,3.4373225711,-7.29331501672
1460,"Trenton, OH",-84.4577222,10530.5714286,14.1454291928,39.4808905,50.6563633895,7,0.000680026334439,0.000664731258648,3.76104097197,7.11732838848,0.0260773145557,0.0879377286054,2.64939154666,3.92506485734,-7.29337903343
1461,"Florence, KY",-84.6266111,28266.7894737,6.59119713891,38.9989499,68.7661046045,19,0.000679735345858,0.000672166891033,2.56733268957,8.29253306321,0.0260717346155,0.0879251837355,1.88573499194,4.23071095791,-7.29380703282
1462,"Corvallis, OR",-123.258257706,51851.5428571,6.84489178806,44.5736610686,125.531592876,35,0.00067960330596,0.000675004022473,2.61627440993,11.2040882215,0.0260692022502,0.0879194901548,1.92350264971,4.83255746296,-7.29400130361
1463,"Rockland, ME",-69.1089294,7359.4,4.90745763783,44.1036915,70.7931062096,5,0.000679593795516,0.000679403212218,2.21527823034,8.41386392864,0.0260690198419,0.0879190800346,1.590756015,4.25976162604,-7.29401529782
1464,"Hillsborough, NC",-79.1055791667,4850.66666667,33.8539458439,36.0704487,101.149132884,3,0.000679141055514,0.000618471687741,5.8184143754,10.0572925225,0.0260603349079,0.0878995520326,3.52205556107,4.616595991,-7.2946817119
1465,"Milaca, MN",-93.6824651,2946.0,21.5273884614,45.74510535,76.3283744575,2,0.000678886625933,0.000678886625933,4.63976168153,8.73661115408,0.0260554529021,0.0878885739305,3.06932600636,4.33504474934,-7.29505641646
1466,"Walnut Creek, CA",-122.064963,60610.3888889,9.29549759257,37.9063131,41.3020440484,18,0.000678761172273,0.000296978790765,3.04885184825,6.42666663585,0.0260530453551,0.0878831598588,2.2295301531,3.72091199144,-7.29524122678
1467,"England, AR",-91.9202769,2953.0,34.8516822973,34.5300946,28.0805455344,2,0.000678552245708,0.000677277345073,5.90353134127,5.29910799422,0.0260490354084,0.087874141954,3.55110140856,3.33507700683,-7.29554907987
1468,"Matawan, NJ",-74.2256089,8843.33333333,19.471390331,40.4109719,18.0730167466,6,0.000678496403052,0.000678477195628,4.41263983699,4.25123708427,0.0260479635106,0.087871731302,2.96894622572,2.89442003846,-7.29563138003
1469,"Presidio, TX",-103.8679102,4426.0,189.604154193,29.4013568,274.550582539,3,0.000677812923633,0.000677812923633,13.7696824289,16.5695679648,0.0260348405725,0.0878422156959,5.24493849988,5.61513551552,-7.29663923194
1470,"Hanceville, AL",-86.767498,2951.0,55.3581052675,34.0606545,55.4562659616,2,0.000677736360556,0.000677736360556,7.44030276719,7.44689639794,0.0260333701344,0.0878389081345,4.01382308506,4.01559470942,-7.29675219438
1471,"Fergus Falls, MN",-96.0545944444,13286.0,90.5956385756,46.2832621667,90.8775278369,9,0.000677509584901,0.000677404786994,9.51817411984,9.53297056729,0.0260290142899,0.0878291098564,4.50640607255,4.5095127521,-7.29708685785
1472,"Warwick, NY",-74.3598755,6128.25,19.6853359916,41.256483,29.9225752089,4,0.000677180486087,0.000652714885979,4.4368159745,5.47015312481,0.0260226917533,0.0878148866198,2.97987399266,3.39861321922,-7.2975727237
1473,"Monticello, KY",-84.8491126,5928.5,32.4070844697,36.8297937,108.083499731,4,0.000677073971186,0.00067470692418,5.69272206152,10.3963214519,0.0260206450955,0.0878102821928,3.47837705537,4.68290407406,-7.29773002782
1474,"Mocksville, NC",-80.5617846,4469.0,38.1504073805,35.8940236,82.4488486946,3,0.0006766785395,0.000671291116581,6.17660160448,9.08013483901,0.0260130455637,0.0877931842432,3.64153643606,4.41217808523,-7.29831422869
1475,"Tahlequah, OK",-94.969956,11561.1428571,23.5610541697,35.91537,33.1361879754,7,0.000676382166367,0.000605476472914,4.85397302935,5.75640408375,0.0260073483148,0.0877803650885,3.15959510183,3.50062597748,-7.2987523068
1476,"Troy, MO",-90.9806954,9272.33333333,45.3437828388,38.9794923,59.5791845202,6,0.000676374683521,0.000647086314124,6.73377923894,7.71875537378,0.0260072044542,0.0877800413813,3.8142730743,4.08730626005,-7.29876336991
1477,"London, KY",-84.0832646,7532.8,4.70891016545,37.1289771,63.1256015195,5,0.000676123055319,0.000663763806287,2.17000234227,7.94516214558,0.0260023663408,0.0877691545783,1.54945649388,4.14512641657,-7.29913546399
1478,"Lebanon, OH",-84.2029922,19324.3076923,17.1861224866,39.4353373,43.9740449701,13,0.000676042294628,0.000672727851729,4.14561485025,6.63129285812,0.0260008133455,0.0877656598596,2.84410222598,3.78359957282,-7.29925491786
1479,"Ozark, MO",-93.2050465,15103.5,29.779382533,37.0210891875,105.313405171,8,0.000675848751807,0.000529678551329,5.45704888497,10.262231978,0.0259970912182,0.0877572836407,3.39381629276,4.65694071561,-7.29954124689
1480,"Lindstrom, MN",-92.8479921,4442.0,19.4716959403,45.3894083,41.5042676948,3,0.0006753714543,0.0006753714543,4.41267446571,6.4423805922,0.0259879097717,0.0877366201432,2.9689619209,3.72579625797,-7.30024771579
1481,"Snowflake, AZ",-109.9341769,4576.33333333,31.6278942837,34.5197888,159.590903798,3,0.000674919115863,0.00065554665307,5.62386826692,12.6329293435,0.025979205451,0.0877170282042,3.45403946171,5.07261368964,-7.30091770262
1482,"Perry, IA",-94.1071813,7450.0,47.7459574124,41.8385989,38.9909537798,5,0.000674576919142,0.000671140939597,6.90984496298,6.24427367912,0.0259726186424,0.0877022009688,3.86589440182,3.66332966486,-7.30142485006
1483,"Mount Washington, KY",-85.5457877,8906.33333333,21.6466152273,38.0500627,22.864012437,6,0.00067445089047,0.000673677907107,4.6525923126,4.78163282122,0.0259701923456,0.0876967389377,3.07484910169,3.12956416514,-7.30161169376
1484,"Central City, NE",-98.0017248,2966.0,30.6398132504,41.1158476,45.6954624869,2,0.000674387332978,0.000674308833446,5.53532413237,6.75984189807,0.0259689686545,0.0876939841239,3.42230024989,3.82199900384,-7.30170593411
1485,"Electra, TX",-98.9189575,2979.5,39.6208158135,34.0292588,38.7997898915,2,0.00067395108375,0.000671253566035,6.29450679668,6.22894773549,0.0259605678626,0.0876750708164,3.67935463201,3.65841483145,-7.30235302572
1486,"Ardsley, NY",-73.8437452,4452.0,6.25473085394,41.0106531,33.4487058179,3,0.000673854447439,0.000673854447439,2.50094599181,5.78348561145,0.0259587065826,0.0876708801065,1.83333811405,3.51001309578,-7.30249642373
1487,"Claremore, OK",-95.6149899167,17904.0,27.5161792032,36.311802675,28.0725441361,12,0.00067336593896,0.000670241286863,5.24558664052,5.29835296447,0.0259492955388,0.0876496894167,3.31477416633,3.33479202168,-7.30322163321
1488,"Larksville, PA",-75.9253829,4456.66666667,4.04757593185,41.2404521,27.6424580071,3,0.000673185941043,0.000673148840688,2.01185882503,5.25760953353,0.0259458270449,0.0876418788209,1.39811816658,3.31935292429,-7.30348897964
1489,"Palatka, FL",-81.6398829,10408.0,0.31655697566,29.6353856143,45.3036125557,7,0.000672916711469,0.000672559569562,0.562633962413,6.73079583376,0.025940638224,0.0876301936234,-1.15025203572,3.81338677668,-7.30388899308
1490,"Kingfisher, OK",-97.9641244,4464.33333333,43.7947974439,35.9471931,43.7946111963,3,0.000672463870959,0.000671992832076,6.6177637797,6.61774970789,0.0259319083555,0.087610532247,3.77951503051,3.77951077777,-7.30456217141
1491,"Tazewell, VA",-81.5546267333,4476.66666667,37.2431507859,37.1267004,89.7302677431,3,0.000671709116985,0.000670141474311,6.10271667259,9.47260617481,0.0259173516584,0.0875777428019,3.6174680564,4.49680814518,-7.30568517278
1492,"Gardendale, AL",-86.7979558945,12685.75,12.2278730543,33.6665055,12.393318396,8,0.000671685103281,0.000630628855212,3.49683757906,3.52041452048,0.0259168883796,0.0875766991502,2.50371802242,2.51715748835,-7.30572092357
1493,"Exeter, CA",-119.1420517,7976.4,22.6062388202,36.2960613,72.4515554666,5,0.000671678651343,0.000626849205155,4.75460185717,8.51184794663,0.0259167639057,0.0875764187404,3.11822592217,4.28291813805,-7.30573052922
1494,"Huntington Beach, CA",-117.999665613,184426.552632,12.1980337397,33.6776089421,10.1135897334,76,0.000671671068816,0.000412088166891,3.49256835863,3.1801870595,0.0259166176191,0.0875760891914,2.50127476987,2.31388003761,-7.3057418182
1495,"Lacey, WA",-122.808197688,39203.84,9.61265710192,47.027813724,15.6286660008,25,0.000671589605952,0.000637692634191,3.10042853521,3.95331076451,0.0259150459377,0.087572548526,2.2630806782,2.74910679215,-7.30586310943
