,CityST,lon,pop,AirportDist,lat,BaseDist,count,per_capita_sum,per_capita_avg,sqrt_airport,sqrt_base,sqrt_per_capita,cubert_per_capita,log_airport,log_base,log_per_capita
4767,"South Euclid, OH",-81.5243086,25937.0,5.62551371593,41.5234333,53.9723756552,2,7.86608751029e-05,7.71099201912e-05,2.37181654348,7.34658938931,0.00886909663398,0.0428469182806,1.7273122712,3.98847235373,-9.45036466589
4768,"Wickliffe, OH",-81.4534492,12750.0,5.24156874797,41.6053266,56.5569684189,1,7.8431372549e-05,7.8431372549e-05,2.28944725818,7.5204367173,0.0088561488554,0.0428052073447,1.65662083291,4.03524842077,-9.45328655059
4769,"Oakland, NJ",-74.2430988,12754.0,16.6395613447,41.0220483,27.2209165646,1,7.84067743453e-05,7.84067743453e-05,4.07916184341,5.21736682289,0.00885475998237,0.0428007319192,2.81178307355,3.30398566913,-9.45360022688
4770,"Cleveland Heights, OH",-81.556235,51765.25,5.84861068668,41.5200518,55.7629934268,4,7.83211975061e-05,7.72719150395e-05,2.41839010225,7.46746231506,0.00884992641247,0.0427851546737,1.76620414358,4.02111044914,-9.45469226994
4771,"Sauk Rapids, MN",-94.1661011,12773.0,9.68442820505,45.5919097,69.264613489,1,7.8290143271e-05,7.8290143271e-05,3.11198139536,8.32253648169,0.00884817174737,0.0427794991766,2.27051925589,4.23793414792,-9.45508884704
4772,"Jersey City, NJ",-74.0765028737,243154.842105,6.24835750441,40.7272166421,13.8444699358,19,7.8187540094e-05,7.81395091107e-05,2.4996714793,3.72081576214,0.00884237185907,0.0427608027771,1.83231862992,2.62788587029,-9.45640025694
4773,"Edinburg, TX",-98.1633432,77100.0,15.8856286082,26.3017374,138.027627163,6,7.78210116732e-05,7.78210116732e-05,3.98567793583,11.7485159558,0.00882162182782,0.0426938799049,2.76541483938,4.92745386195,-9.46109909032
4774,"Grain Valley, MO",-94.198558,12854.0,34.3881166788,39.0150069,10.0822922557,1,7.77967947721e-05,7.77967947721e-05,5.86413818722,3.1752625491,0.00882024913322,0.0426894508494,3.53771105932,2.31078064311,-9.46141032593
4775,"Fountain, CO",-104.7008056,25846.0,4.86016222393,38.682219,9.80600929353,2,7.73814129846e-05,7.73814129846e-05,2.20457756133,3.13145482061,0.00879667056247,0.0426133377136,1.58107181676,2.28299539097,-9.46676394853
4776,"Rantoul, IL",-88.0211489,12941.0,23.4759495426,40.305868,69.8845064407,1,7.72737810061e-05,7.72737810061e-05,4.84519860714,8.35969535574,0.00879055066569,0.0425935711838,3.15597647338,4.24684397146,-9.46815584482
4777,"Germantown, TN",-89.7761955,38844.0,22.1616709523,35.1556451,22.1916319331,3,7.72320049428e-05,7.72320049428e-05,4.70761839493,4.71079950041,0.00878817415297,0.0425858940974,3.09836426302,3.09971527787,-9.46869661505
4778,"Paterson, NJ",-74.171811,143250.909091,10.3016799334,40.9167654,32.1413646242,11,7.68539293614e-05,7.67883434025e-05,3.20962302045,5.66933546584,0.00876663728926,0.0425162898314,2.33230698227,3.47014381816,-9.47360395902
4779,"Passaic, NJ",-74.1284764,65697.6,5.73693998034,40.8567663,28.7716844252,5,7.66794805254e-05,7.61062808992e-05,2.39519101124,5.36392434932,0.00875668205004,0.0424840965688,1.74692596371,3.35939172382,-9.47587641439
4780,"Red Bank, TN",-85.2851112,13129.0,12.487604938,35.1257509,9.17198969824,1,7.61672633102e-05,7.61672633102e-05,3.53378054469,3.02852929625,0.00872738582339,0.042389287542,2.52473654738,2.21615424182,-9.48257880293
4781,"Muscle Shoals, AL",-87.6686733,13146.0,5.34261930977,34.7451786,92.9880345367,1,7.60687661646e-05,7.60687661646e-05,2.31141067527,9.64303036066,0.00872174100536,0.0423710074888,1.67571604016,4.53247082398,-9.48387280882
4782,"San Marino, CA",-118.1057394,13147.0,13.8884730147,34.1215947,33.9145141555,1,7.60629801476e-05,7.60629801476e-05,3.7267241667,5.8236169307,0.00872140929825,0.0423699331732,2.63105921658,3.52384306894,-9.4839488747
4783,"Fremont, NE",-96.5733013,26397.0,61.9989083385,41.50262005,49.8797347523,2,7.57661855514e-05,7.57661855514e-05,7.87393855314,7.06255865479,0.00870437737873,0.0423147527658,4.12711677745,3.90961480308,-9.48785846575
4784,"Clayton, OH",-84.3605022,13209.0,12.8089431727,39.8631101,26.761114343,1,7.57059580589e-05,7.57059580589e-05,3.57895839214,5.1731145689,0.00870091708149,0.0423035376175,2.55014361233,3.28694987651,-9.48865369442
4785,"Bedford Heights, OH",-81.5273428,13214.0,12.3497709435,41.4169982,47.2546646167,1,7.56773119419e-05,7.56773119419e-05,3.5142240884,6.874202835,0.0086992707707,0.0422982012477,2.51363751582,3.85555137111,-9.48903215259
4786,"Rock Island, IL",-90.5787477,39684.0,9.00675865697,41.5094771,3.60727991071,3,7.55972180224e-05,7.55972180224e-05,3.00112623143,1.89928405214,0.00869466606733,0.0422832737239,2.19797525739,1.28295400099,-9.4900910741
4787,"Englewood, NJ",-73.9726381,26675.0,7.96564629156,40.8928771,31.9463890853,2,7.50000519096e-05,7.49765698219e-05,2.82234765604,5.65211368298,0.00866025703485,0.0421716429945,2.07513808151,3.46405915676,-9.4980217523
4788,"Round Lake Beach, IL",-88.0900815,27017.0,19.0878401595,42.3716881,20.9098818057,2,7.41637135084e-05,7.40274641892e-05,4.368963282,4.57273242227,0.00861183566427,0.0420143022924,2.94905149145,3.0402218609,-9.50923556368
4789,"Levelland, TX",-102.37796,13542.0,52.0996705906,33.5873164,124.111972415,1,7.38443361394e-05,7.38443361394e-05,7.21801015451,11.140555301,0.00859327272577,0.0419539056172,3.9531586261,4.82118416149,-9.51355124605
4790,"Riverdale, IL",-87.6331021,13549.0,13.5943017838,41.6333678,52.1055787317,1,7.38061849583e-05,7.38061849583e-05,3.68704512907,7.21841940675,0.00859105261061,0.0419466793046,2.60965071846,3.95327202041,-9.51406802285
4791,"Otsego, MN",-93.5913501,13571.0,31.7997231635,45.2741314,40.8594130768,1,7.36865374696e-05,7.36865374696e-05,5.63912432595,6.39213681618,0.00858408629206,0.0419240004044,3.4594575842,3.71013722504,-9.51569044208
4792,"Huntington Park, CA",-118.2250725,55068.5,8.31855230462,33.9816812,15.9649449521,4,7.33939867944e-05,7.2636806886e-05,2.88419006042,3.99561571627,0.00856702905297,0.0418684445217,2.11848823784,2.77039537812,-9.51966854948
4793,"Richton Park, IL",-87.7033787,13646.0,15.5245958719,41.484479,39.4355862045,1,7.32815477063e-05,7.32815477063e-05,3.94012637766,6.2797759677,0.00856046422259,0.04184705287,2.74242559669,3.67466861182,-9.52120171738
4794,"Wilmette, IL",-87.7238936,27369.0,6.73042187593,42.0770909,27.8235307788,2,7.30831361048e-05,7.30753772516e-05,2.59430566355,5.27480149189,0.00854886753347,0.0418092514234,1.90663782757,3.32588209357,-9.52391291406
4795,"Jackson, MO",-89.799543,13758.0,30.6849698565,37.4328299,123.664765155,1,7.26849832825e-05,7.26849832825e-05,5.53940157928,11.1204660494,0.0085255488552,0.0417331883084,3.42377295349,4.81757439772,-9.52937575209
4796,"Kirkwood, MO",-90.4186547406,27540.0,19.2199252216,38.5776995,18.6914937673,2,7.26216412491e-05,7.26216412491e-05,4.38405351491,4.32336602282,0.00852183320942,0.0417210618546,2.95594751288,2.92806854162,-9.53024759172
4797,"East Orange, NJ",-74.2048677,69213.2,4.98953823568,40.767323,22.9495340786,5,7.26027611192e-05,7.22405552698e-05,2.23372743093,4.790567198,0.00852072538692,0.0417174460025,1.60734336754,3.13329763471,-9.53050760491
4798,"Detroit, MI",-83.0567375,901989.816667,2.51497441528,42.3486635,16.719905521,60,7.17107777838e-05,6.65195979947e-05,1.58586708626,4.08899810724,0.00846822164234,0.0415458974053,0.922262630649,2.81659995698,-9.54286950389
4799,"Kyle, TX",-97.8772103,28016.0,30.3091820753,29.9892928,60.5709003024,2,7.13877784123e-05,7.13877784123e-05,5.50537755974,7.78273090261,0.00844912885523,0.0414834265678,3.4114507054,4.10381458472,-9.54738387397
4800,"New London, CT",-72.0995209,28080.0,5.35839979475,41.3556539,1.86777441431,2,7.12441904777e-05,7.12250712251e-05,2.31482176306,1.36666543613,0.00844062737465,0.0414555949242,1.67866538475,0.624747569297,-9.54939727929
4801,"West Park, FL",-80.1989362,14156.0,4.56997472668,25.984536,57.7628755383,1,7.06414241311e-05,7.06414241311e-05,2.13774992145,7.6001891778,0.00840484527705,0.0413383510178,1.51950767462,4.0563462776,-9.55789384147
4802,"Newark, NJ",-74.1723667,286749.0,0.698654120656,40.735657,18.4928928882,20,7.0549860572e-05,6.97474097556e-05,0.835855322802,4.30033636919,0.00839939644093,0.0413204827337,-0.358599479447,2.91738649007,-9.55919085597
4803,"Harper Woods, MI",-82.9240833,14236.0,7.52578301392,42.4330924,11.7452701957,1,7.02444506884e-05,7.02444506884e-05,2.74331606162,3.42713731789,0.00838119625641,0.0412607711207,2.01833486023,2.46345062301,-9.56352924663
4804,"Manassas Park, VA",-77.4697111,14273.0,8.01746078658,38.7840035,29.1812806324,1,7.00623554964e-05,7.00623554964e-05,2.8315121025,5.40197006956,0.0083703258895,0.0412250867372,2.08162176159,3.37352742947,-9.56612491963
4805,"Arlington, MA",-71.1564729,43133.3333333,9.54970445729,42.4153925,11.1204367221,3,6.95913359844e-05,6.95517774343e-05,3.09025961001,3.33473188159,0.00834214217,0.0411324954172,2.25651020713,2.40878456162,-9.57287048135
4806,"Callaway, FL",-85.5793448917,14405.0,8.01961088913,30.141609,7.88989289678,1,6.94203401597e-05,6.94203401597e-05,2.83189175096,2.80889531609,0.00833188695073,0.0410987783196,2.08188990314,2.06558256021,-9.57533064752
4807,"East Palo Alto, CA",-122.1410751,28830.5,2.45148576256,37.4688273,10.1072023091,2,6.94090819571e-05,6.93709786511e-05,1.56572212176,3.17918264796,0.00833121131391,0.0410965564761,0.896694274448,2.31324826962,-9.57549283508
4808,"Harrison, NJ",-74.1562551,14424.0,1.46854658875,40.7464901,18.6191512212,1,6.9328896284e-05,6.9328896284e-05,1.21183604037,4.31499145088,0.00832639755741,0.0410807246149,0.384273196553,2.92419068656,-9.57664876488
4809,"Lebanon, MO",-92.7490695,14474.0,34.3917811893,37.82976,55.2507391115,1,6.90894016858e-05,6.90894016858e-05,5.86445062979,7.43308409151,0.00831200347003,0.0410333659952,3.53781761692,4.01188171789,-9.58010921543
4810,"Parlier, CA",-119.5270734,14494.0,25.0020707803,36.6116174,24.9579196957,1,6.89940665103e-05,6.89940665103e-05,5.00020707374,4.99579019733,0.00830626670113,0.0410144835822,3.21895865265,3.2171911945,-9.58149004967
4811,"La Marque, TX",-94.9713134,14509.0,15.7296824076,29.3685674,32.5960504445,1,6.89227376111e-05,6.89227376111e-05,3.9660663645,5.70929509173,0.00830197191101,0.0410003445561,2.75554952663,3.48419112902,-9.58252442552
4812,"Hobart, IN",-87.2550353,29059.0,16.1107242424,41.5322592,76.8355614926,2,6.88254929626e-05,6.88254929626e-05,4.01381666776,8.76558962607,0.00829611312378,0.0409810527092,2.77948515226,4.34166757325,-9.58393634441
4813,"Bellevue, WI",-87.920099,14570.0,17.2358817653,44.44416,166.506458148,1,6.86341798216e-05,6.86341798216e-05,4.15161194782,12.9037381463,0.00828457481236,0.0409430460092,2.84699335998,5.11503409634,-9.58671989919
4814,"Forney, TX",-96.4719312,14661.0,37.1689848435,32.7481845,45.9155462826,1,6.82081713389e-05,6.82081713389e-05,6.09663717499,6.77610111219,0.00825882384719,0.0408581597457,3.61547467276,3.82680375869,-9.59294618594
4815,"West University Place, TX",-95.4378736435,14787.0,19.4035108063,29.7520887,30.7573057705,1,6.76269696355e-05,6.76269696355e-05,4.40494163483,5.54592695322,0.00822356185819,0.0407417777854,2.96545401909,3.42612755207,-9.60150369537
4816,"Alexander City, AL",-86.033578,14875.0,53.8597997918,32.9798441,72.1940882114,1,6.72268907563e-05,6.72268907563e-05,7.33892361262,8.49671043472,0.00819920061691,0.0406612764992,3.98638437018,4.27935816182,-9.60743723041
4817,"Texarkana, AR",-94.0376924,29919.0,4.52808458966,33.441795,3.41260486675,2,6.68471539824e-05,6.68471539824e-05,2.12792964866,1.84732370383,0.00817601088444,0.0405845723418,1.51029902219,1.22747589022,-9.61310182851
4818,"Barnstable, MA",-70.3002024,45193.0,3.8192453306,41.7003208,18.9530518748,3,6.63819618082e-05,6.63819618082e-05,1.95428895781,4.35351029341,0.0081475126148,0.040490209859,1.34005284567,2.94196496736,-9.6200851979
4819,"Doral, FL",-80.3539678131,45704.0,6.93986112454,25.8184725,36.2143961032,3,6.5639768948e-05,6.5639768948e-05,2.63436161613,6.01783982033,0.00810183738099,0.0403387417832,1.93728176345,3.58945672219,-9.63132881174
4820,"Cahokia, IL",-90.1901113,15241.0,2.94634768889,38.5708849,24.2035464329,1,6.56124926186e-05,6.56124926186e-05,1.71649284557,4.9197099948,0.00810015386388,0.0403331534776,1.08056633175,3.18649916924,-9.63174444389
4821,"Ham Lake, MN",-93.2499507,15296.0,12.1219281165,45.2502429,20.416422464,1,6.53765690377e-05,6.53765690377e-05,3.48165594459,4.51845354784,0.00808557784191,0.040284753295,2.49501605351,3.01633959974,-9.63534663529
4822,"Inkster, MI",-83.3099303,31982.0,9.37144681312,42.2942045,31.9117037308,2,6.53282795326e-05,6.25351760365e-05,3.0612818905,5.64904449715,0.00808259113976,0.0402748322586,2.23766749341,3.46297283062,-9.63608554449
4823,"Johns Creek, GA",-84.190196,76728.0,18.908630576,34.0181557,31.6974799377,5,6.51652590971e-05,6.51652590971e-05,4.34840552111,5.630051504,0.00807250017634,0.0402413036978,2.93961846207,3.45623718049,-9.63858406697
4824,"Laguna Hills, CA",-117.6997246,30761.0,10.4891802454,33.5855054,38.1146513735,2,6.5029342501e-05,6.50173921524e-05,3.23870039451,6.17370645346,0.00806407728764,0.0402133068372,2.35034427306,3.6405987587,-9.64067196684
4825,"East Chicago, IN",-87.4548466,31056.0,4.36267061895,41.6397857,65.2600277374,2,6.45231680744e-05,6.43997939207e-05,2.08870070114,8.07836788822,0.00803263145391,0.0401086977015,1.47308439712,4.17837971619,-9.64848620371
4826,"Middleburg Heights, OH",-81.812912,15542.0,6.37860996339,41.3614401,67.0617430491,1,6.43417835542e-05,6.43417835542e-05,2.52559101269,8.18912346036,0.00802133302851,0.0400710785284,1.85295019954,4.20561373308,-9.65130131577
4827,"Mount Pleasant, TX",-94.968269,15564.0,89.2192730547,33.1567863,69.6584291852,1,6.42508352609e-05,6.42508352609e-05,9.44559543145,8.34616254246,0.00801566187291,0.0400521892235,4.49109708188,4.24360371494,-9.6527158341
4828,"Bloomfield, NJ",-74.1854226,46833.3333333,8.20857380047,40.806767,25.5883147199,3,6.41016701762e-05,6.40569395018e-05,2.86506087204,5.05848937133,0.00800635186438,0.0400211700804,2.10517919345,3.24213579102,-9.65504013859
4829,"Sandy Springs, GA",-84.3785379,93853.0,8.89992908131,33.9242688,12.2552513923,6,6.39297625009e-05,6.39297625009e-05,2.98327489201,3.50075011852,0.00799560895123,0.0399853618314,2.18604330831,2.50595453022,-9.65772553818
4830,"Natick, MA",-71.346996,31350.0,17.6779945435,42.2836393,20.7908482929,2,6.3842785867e-05,6.37958532695e-05,4.20452072697,4.55969826775,0.00799016807502,0.0399672202001,2.87232061998,3.03451290397,-9.65908696751
4831,"Pasadena, TX",-95.2091006,130552.75,8.43945679235,29.6910625,10.1671936561,8,6.28153390326e-05,6.12779125679e-05,2.90507431787,3.18860371575,0.00792561284902,0.0397516569661,2.13291794544,2.31916622863,-9.6753112622
4832,"Clayton, MO",-90.3243698,15939.0,10.3859373866,38.6348448,12.2587773252,1,6.2739193174e-05,6.2739193174e-05,3.22272204613,3.50125367907,0.0079208076087,0.0397355879188,2.34045271677,2.50624219676,-9.67652421512
4833,"South River, NJ",-74.3859831,16008.0,7.54930552584,40.446495,28.1930233734,1,6.24687656172e-05,6.24687656172e-05,2.74759995739,5.30971029091,0.00790371846773,0.039678414332,2.0214555757,3.33907454923,-9.68084387626
4834,"Farmington Hills, MI",-83.3677168,80214.2,18.73768733,42.4989936,27.1356366583,5,6.23416660833e-05,6.23331031164e-05,4.32870504077,5.20918771579,0.00789567388405,0.0396514860368,2.93053686098,3.30084786986,-9.68288055823
4835,"Easthampton, MA",-72.66898,16053.0,12.7005681034,42.266757,13.6934937852,1,6.22936522768e-05,6.22936522768e-05,3.56378564218,3.70047210302,0.00789263278487,0.0396413039341,2.54164672502,2.61692081384,-9.68365102698
4836,"Hueytown, AL",-86.9806802,16105.0,24.1159648465,33.4572407,24.2720693801,1,6.20925178516e-05,6.20925178516e-05,4.91080083556,4.92666919735,0.00787988057344,0.0395985931743,3.18287406294,3.18932628104,-9.68688506177
4837,"Skokie, IL",-87.7416246,64784.0,7.01977883582,42.0324025,32.0486648366,4,6.1743640405e-05,6.1743640405e-05,2.64948652305,5.66115401986,0.00785771216099,0.0395242900123,1.94873171267,3.46725552373,-9.69251957715
4838,"Petersburg, VA",-77.4019267,32420.0,10.5530435468,37.2279279,6.37290990419,2,6.16903146206e-05,6.16903146206e-05,3.24854483528,2.52446230001,0.00785431821488,0.0395129081609,2.35641430617,1.85205617912,-9.69338361473
4839,"Prospect Heights, IL",-87.9375694,16256.0,3.64587117845,42.0953049,24.8475996074,1,6.15157480315e-05,6.15157480315e-05,1.90941644972,4.9847366638,0.00784319756423,0.0394756027371,1.29359534334,3.2127611526,-9.69621735038
4840,"Secaucus, NJ",-74.0566735,16264.0,5.44195951668,40.7899291,20.2484911617,1,6.14854894245e-05,6.14854894245e-05,2.33280078804,4.49983234818,0.0078412683556,0.0394691292042,1.69413920128,3.00808028024,-9.69670935531
4841,"Fort Thomas, KY",-84.4483432,16325.0,3.75939260283,39.0786242,84.5879052739,1,6.12557427259e-05,6.12557427259e-05,1.93891531605,9.19716832911,0.00782660480195,0.0394199077261,1.32425740255,4.43779129273,-9.70045295414
4842,"Greenfield, CA",-118.9883503,16330.0,11.8492133364,35.2668588,106.499369096,1,6.12369871402e-05,6.12369871402e-05,3.44226863222,10.3198531528,0.00782540651597,0.0394158840548,2.47226148026,4.66813906115,-9.70075918596
4843,"Milton, GA",-84.300666,32661.0,22.9263391678,34.1321631,30.8993671074,2,6.12351122133e-05,6.12351122133e-05,4.788145692,5.55871991626,0.00782528671764,0.039415481778,3.13228643161,3.43073570173,-9.70078980399
4844,"North Olmsted, OH",-81.9234726,32718.0,6.15952511903,41.4156025,77.60209882,2,6.11284308332e-05,6.11284308332e-05,2.48183905986,8.80920534555,0.00781846729437,0.0393925791106,1.81799968351,4.35159447347,-9.70253348359
4845,"Artesia, CA",-118.0796195,16380.0,8.76023687393,33.8690197,13.3954485007,1,6.10500610501e-05,6.10500610501e-05,2.95976973326,3.65997930332,0.00781345384897,0.0393757374757,2.17022294499,2.59491498513,-9.70381635741
4846,"Canon City, CO",-105.4328622,16400.0,63.2253493875,38.4692006,63.41665338,1,6.09756097561e-05,6.09756097561e-05,7.95143693854,7.96345737604,0.00780868809443,0.0393597245673,4.14670531864,4.14972649856,-9.70503661381
4847,"Overland, MO",-90.3623381,16838.0,5.32751505015,38.7011626,4.37548283514,1,5.93894761848e-05,5.93894761848e-05,2.30814103775,2.09176548283,0.00770645678537,0.0390154390297,1.67288490998,1.47601687604,-9.7313935159
4848,"Bellaire, TX",-95.4647224,16855.0,18.5294510438,29.686582,30.1342059673,1,5.93295757935e-05,5.93295757935e-05,4.30458488635,5.4894631766,0.00770256942802,0.0390023175904,2.91936141459,3.4056609374,-9.73240262767
4849,"Center Point, AL",-86.6836001,16921.0,11.2500447826,33.6456583,11.1962538558,1,5.90981620472e-05,5.90981620472e-05,3.35410864204,3.34608037199,0.00768753289731,0.0389515422808,2.42037210932,2.41557924519,-9.73631073307
4850,"Pine Bluff, AR",-92.0031955,53084.3333333,8.74327222469,34.2284312,13.777914126,3,5.66811775267e-05,5.65138490327e-05,2.95690247128,3.71186127516,0.00752869029292,0.0384131233915,2.16828451602,2.62306688446,-9.77806836836
4851,"Wildwood, MO",-90.6344144703,35517.0,8.39872498254,38.5878900461,28.9230886325,2,5.63110623082e-05,5.63110623082e-05,2.89805537948,5.37801902493,0.00750406971637,0.0383293310866,2.12807990653,3.36464019078,-9.78461955352
4852,"Saratoga Springs, UT",-111.9046567,17781.0,21.2570441687,40.3491173,9.46611537563,1,5.62398065351e-05,5.62398065351e-05,4.61053621271,3.07670527929,0.00749932040488,0.0383131570063,3.05668833073,2.24771861983,-9.78588575046
4853,"Pennsauken, NJ",-75.0579502,35700.0,8.96681806696,39.9562238,28.6185454908,2,5.60224089636e-05,5.60224089636e-05,2.994464571,5.34963040693,0.00748481188565,0.038263726166,2.19353088259,3.35405495141,-9.78975878721
4854,"Belleville, NJ",-74.1501438,35900.0,6.66481933282,40.7937116,22.8939538661,2,5.57103064067e-05,5.57103064067e-05,2.58163113802,4.78476267605,0.00746393370862,0.0381925376738,1.89684284641,3.13087285239,-9.79534539392
4855,"Whitehall, OH",-82.8854559,18062.0,3.51683855928,39.9667308,1.16259614316,1,5.53648543904e-05,5.53648543904e-05,1.87532358789,1.07823751704,0.007440756305,0.0381134316993,1.25756244948,0.150655558853,-9.80156556281
4856,"New Castle, IN",-85.3846928,18114.0,26.4790197262,40.0044908,95.525015493,1,5.52059180744e-05,5.52059180744e-05,5.14577688267,9.77368996301,0.00743006851075,0.0380769259034,3.27635271098,4.55938815552,-9.80444039893
4857,"Blytheville, AR",-89.9189754,18272.0,4.69372033913,35.9272953,65.6961806505,1,5.47285464098e-05,5.47285464098e-05,2.166499559,8.10531804746,0.00739787445215,0.0379668562364,1.54622551728,4.18504079063,-9.81312511246
4858,"Dixon, CA",-121.793161782,18351.0,18.0487750401,38.386165,18.8761160908,1,5.44929431639e-05,5.44929431639e-05,4.24838499198,4.34466524496,0.00738193356539,0.0379122961576,2.89307781766,2.93789742403,-9.81743934791
4859,"Glassboro, NJ",-75.1119434,18579.0,21.8113713948,39.7027677,43.4313570878,1,5.38242101297e-05,5.38242101297e-05,4.6702645958,6.59024711887,0.00733649849245,0.0377565718435,3.08243145741,3.77118169376,-9.82978718961
4860,"Orange, TX",-93.7323879,18595.0,35.6914695463,30.1527087,123.299300913,1,5.37778972842e-05,5.37778972842e-05,5.97423380412,11.104021835,0.0073333414815,0.0377457395678,3.57491171195,4.81461474035,-9.83064800636
4861,"Inglewood, CA",-118.3531311,111611.0,4.62531033281,33.9616801,5.39185956805,6,5.37663184942e-05,5.37581421186e-05,2.15065346646,2.32203780504,0.00733255197692,0.0377430303919,1.5315434677,1.68489032877,-9.83086333714
4862,"Windsor, CO",-104.9852533,18644.0,8.87613404293,40.5291491,70.1638155689,1,5.36365586784e-05,5.36365586784e-05,2.97928414941,8.37638439715,0.00732369842896,0.0377126428803,2.18336610668,4.25083273041,-9.83327965749
4863,"Forest Park, OH",-84.5175522756,18720.0,6.72705477599,39.3033476,69.2944671388,1,5.34188034188e-05,5.34188034188e-05,2.59365664188,8.32432983121,0.00730881682756,0.037661538031,1.90613742172,4.23836506374,-9.83734775003
4864,"Somerville, MA",-71.0994968,75754.0,3.94697172731,42.3875968,16.7136446218,4,5.28024922776e-05,5.28024922776e-05,1.98669870069,4.08823245692,0.00726653234202,0.0375161393706,1.37294863357,2.81622542905,-9.84895216614
4865,"Dunwoody, GA",-84.3097486129,39533.5,7.53739603356,33.9430886,18.8112688978,2,5.21014820129e-05,5.05900059443e-05,2.74543184828,4.3371959718,0.00721813563276,0.0373493767351,2.01987676873,2.93445609972,-9.86231716406
4866,"Homewood, IL",-87.6656015,19323.0,11.5934159628,41.5572567,45.4790386632,1,5.1751798375e-05,5.1751798375e-05,3.40491056605,6.74381484497,0.00719387227959,0.0372656312338,2.45043734756,3.81725153109,-9.86905137522
4867,"Germantown, WI",-88.1103691,19749.0,14.5178737654,43.2286174,35.7228098099,1,5.06354752139e-05,5.06354752139e-05,3.8102327705,5.97685618113,0.0071158608203,0.036995732455,2.67538056378,3.57578941501,-9.89085813614
4868,"Baldwin, PA",-79.9789404,19767.0,4.50962322955,40.3381252,11.5072166722,1,5.05893661152e-05,5.05893661152e-05,2.12358734917,3.39222886495,0.00711262020041,0.0369844995007,1.50621360891,2.44297437526,-9.89176915958
4869,"Missouri City, TX",-95.5326360987,62543.0,11.5629448063,29.6242293333,35.9815274518,3,4.85910403243e-05,4.79669987049e-05,3.40043303217,5.99846042346,0.00697072738846,0.0364909692612,2.44780557183,3.58300568042,-9.93207139952
4870,"Norwalk, CT",-73.4392475,82981.0,12.4547475339,41.1282213,46.1242941508,4,4.82779016591e-05,4.82038056905e-05,3.52912843828,6.79148688807,0.00694823010983,0.0364124131624,2.52210187825,3.83133979928,-9.93853662459
4871,"Selma, AL",-87.0211007,20756.0,7.437792804,32.4073589,60.2731755529,1,4.81788398535e-05,4.81788398535e-05,2.72723171073,7.76358007319,0.00694109788532,0.0363874911365,2.0065741387,4.09888715489,-9.94059064049
4872,"Crest Hill, IL",-88.1068112735,20837.0,4.52190570096,41.5697655,22.4155230453,1,4.79915534866e-05,4.79915534866e-05,2.12647729848,4.73450346344,0.00692759362886,0.0363402800186,1.50893352025,3.10975371195,-9.94448553157
4873,"Bixby, OK",-95.8833235,20884.0,14.1700377859,35.9420431,27.4947303867,1,4.78835472132e-05,4.78835472132e-05,3.76431106391,5.24354177886,0.00691979387071,0.0363129979516,2.65112972031,3.31399436401,-9.94673859453
4874,"Pelham, AL",-86.8099884,21352.0,12.252537011,33.285669,31.2213880402,1,4.68340202323e-05,4.68340202323e-05,3.50036241138,5.58761022622,0.00684353857535,0.036045728985,2.50573301849,3.44110337407,-9.96890069108
4875,"Herriman, UT",-112.0328198,21785.0,29.580690624,40.5140894,12.5718081091,1,4.59031443654e-05,4.59031443654e-05,5.43881334705,3.54567456334,0.00677518592847,0.0358053133311,3.38712180468,2.53145685546,-9.98897693855
4876,"North Plainfield, NJ",-74.4273743,21936.0,10.8989898819,40.6301025,33.5905034175,1,4.5587162655e-05,4.5587162655e-05,3.30136182232,5.79573148252,0.00675182661618,0.035722966873,2.38867011356,3.51424339064,-9.9958844018
4877,"South Holland, IL",-87.5780692,22030.0,8.37902189883,41.600942,54.1797574401,1,4.53926463913e-05,4.53926463913e-05,2.89465402057,7.36069001114,0.00673740650334,0.0356720855555,2.12573118917,3.99230735972,-10.0001604398
